Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Dr. Sushanta Kumar Panigrahi,"Professor, Mechanical Engineering Department, IIT Madras, Chennai, India","Innovative Material Processing, Mg and Al Technologies, Advanced Casting, Metal Forming and Sheet Ma",6367,https://scholar.google.com/citations?hl=en&user=NY2YuLMAAAAJ,47,94,"['Effects of grain size on the corrosion resistance of wrought magnesium alloys containing neodymium', 'Influence of grain size and texture on Hall–Petch relationship for a magnesium alloy', 'Corrosion behavior of a friction stir processed rare-earth added magnesium alloy', 'Effect of ageing on microstructure and mechanical properties of bulk, cryorolled, and room temperature rolled Al 7075 alloy', 'Development of ultrafine grained high strength age hardenable Al 7075 alloy by cryorolling', 'Effect of rolling temperature on microstructure and mechanical properties of 6063 Al alloy', 'Effect of plastic deformation conditions on microstructural characteristics and mechanical properties of Al 6063 alloy', 'Microstructure and texture evolution in cryorolled Al 7075 alloy', 'Synthesis, characterization and mechanical properties of in-situ (TiC-TiB2) reinforced magnesium matrix composite', 'Effect of cryorolling on microstructure of Al–Mg–Si alloy']"
Sathyanarayana N. Gummadi,IIT Madras,"Bio process engineering, protein biochemistry, membrane biogenesis and signalling",6294,https://scholar.google.com/citations?hl=en&user=xC2McNUAAAAJ,40,128,"['Purification and biochemical properties of microbial pectinases—a review', 'Phospholipid scramblases: an overview', 'Nano-remediation of toxic heavy metal contamination: Hexavalent chromium [Cr (VI)]', 'Microbial and enzymatic methods for the removal of caffeine', 'Lignocellulosic biomass pre-treatment using low-cost ionic liquid for bioethanol production: an economically viable method for wheat straw fractionation', 'Production of pectolytic enzymes–a review', 'Catabolic pathways and biotechnological applications of microbial caffeine degradation', 'Chlorpyrifos in environment and food: a critical review of detection methods and degradation pathways', 'Studies on pH and thermal deactivation of pectolytic enzymes from Aspergillus niger', 'L-asparaginase from marine derived fungal endophytes of seaweeds']"
Hema A Murthy,"Professor of Computer Science and Engineering, IIT Madras","speech processing, speech synthesis, music processing, neuronal signal processing, machine learning",6270,https://scholar.google.com/citations?hl=en&user=AQ8w2uEAAAAJ,37,149,"['A generative model for zero shot learning using conditional variational autoencoders', 'Transformation of formants for voice conversion using artificial neural networks', 'Significance of the modified group delay feature in speech recognition', 'The modified group delay function and its application to phoneme recognition', 'Significance of group delay functions in spectrum estimation', 'Robust text-independent speaker identification over telephone channels', 'Group delay functions and its applications in speech technology', 'Feature selection for text classification based on gini coefficient of inequality', 'Formant extraction from group delay function', 'Automatic segmentation of continuous speech using minimum phase group delay functions']"
Ramesh K,"Professor of Applied Mechanics, IIT Madras and Formerly Professor of Mechanical Engg. IIT …","Stress analysis, Digital Photoelasticity, Fracture Mechanics",6182,https://scholar.google.com/citations?hl=en&user=T1XFjTkAAAAJ,39,126,"['Digital photoelasticity', 'Experimental stress analysis', 'Evaluation of stress field parameters in fracture mechanics by photoelasticity—revisited', 'Magnetically separable CuFe2O4 nano particles catalyzed multicomponent synthesis of 1, 4-disubstituted 1, 2, 3-triazoles in tap water using ‘click chemistry’', 'Digital photoelasticity: Recent developments and diverse applications', 'Digital photoelasticity–A comprehensive review', 'Whole field evaluation of stress components in digital photoelasticity—Issues, implementation and application', 'Three fringe photoelasticity‐use of colour image processing hardware to automate ordering of isochromatics', 'Digital photoelasticity of glass: A comprehensive review', 'Adaptive quality guided phase unwrapping algorithm for whole‐field digital photoelastic parameter estimation of complex models']"
Somnath C Roy,"Professor, Department of Physics, IIT Madras",,6106,https://scholar.google.com/citations?hl=en&user=d-UUwoQAAAAJ,31,89,"['Toward solar fuels: photocatalytic conversion of carbon dioxide to hydrocarbons', 'A review of photocatalysis, basic principles, processes, and materials', 'Synthesis and applications of electrochemically self-assembled titania nanotube arrays', 'Theory, instrumentation and applications of magnetoelastic resonance sensors: a review', 'The effect of TiO2 nanotubes in the enhancement of blood clotting for the control of hemorrhage', 'Highly sensitive SnO2 thin film NO2 gas sensor operating at low temperature', 'Effect of Fe doping on the gas sensing properties of nano-crystalline SnO2 thin films', 'Structure, microstructure and photoluminescence properties of Fe doped SnO2 thin films', 'Photocatalytic reduction of carbon dioxide using graphene oxide wrapped TiO2 nanotubes', 'Solar spectrum photocatalytic conversion of CO2 and water vapor into hydrocarbons using TiO2 nanoparticle membranes']"
Shweta Agrawal,Indian Institute of Technology Madras,Cryptography,6103,https://scholar.google.com/citations?hl=en&user=uLkJ5_4AAAAJ,37,59,"['Efficient lattice (H) IBE in the standard model', 'Lattice basis delegation in fixed dimension and shorter-ciphertext hierarchical IBE', 'Fully secure functional encryption for inner products, from standard assumptions', 'Homomorphic MACs: MAC-based integrity for network coding', 'Functional encryption for inner product predicates from learning with errors', 'Functional encryption: New perspectives and lower bounds', 'Functional encryption for threshold functions (or fuzzy IBE) from lattices', 'Optimal broadcast encryption from pairings and LWE', 'Indistinguishability obfuscation without multilinear maps: new methods for bootstrapping and instantiation', 'Practical, round-optimal lattice-based blind signatures']"
"C Sudakar, Sudakar Chandran","Department of Physics, IIT Madras","defect-structure property correlations, oxides, thin films, energy storage and conversion materials",6007,https://scholar.google.com/citations?hl=en&user=pss7hxgAAAAJ,44,130,"['Tunable bandgap in BiFeO3 nanoparticles: the role of microstrain and oxygen defects', 'Highly dispersed phase of SnO2 on TiO2 nanoparticles synthesized by polyol-mediated route: photocatalytic activity for hydrogen generation', 'Structural, magnetic, and electrical studies on polycrystalline transition-metal-doped BiFeO3  thin films', 'Ferromagnetism induced by planar nanoscale CuO inclusions in Cu-doped ZnO thin films', 'Wet chemical synthesis of multicomponent hexaferrites by gel-to-crystallite conversion and their magnetic properties', 'Raman spectroscopic studies of oxygen defects in Co-doped ZnO films exhibiting room-temperature ferromagnetism', 'Enhanced photocatalytic activity of indium and nitrogen co-doped TiO2–Pd nanocomposites for hydrogen generation', 'Hyperthermia controlled rapid drug release from thermosensitive magnetic microgels', 'Effect of anions on the phase stability of γ-FeOOH nanoparticles and the magnetic properties of gamma-ferric oxide derived from lepidocrocite', 'Ferromagnetism and spin-polarized charge carriers in  thin films']"
Kesavan Venkitasamy,Indian Institute of Technology Madras,"Asymmetric catalysis, Medicinal chemistry",5949,https://scholar.google.com/citations?hl=en&user=ppkkq78AAAAJ,30,54,"['Therapeutic silencing of an endogenous gene by systemic administration of modified siRNAs', 'Modified iRNA agents', 'Chemically modified oligonucleotides', 'Catalytic aerobic oxidation of cycloalkanes with nanostructured amorphous metals and alloys', 'Facile ring opening of oxiranes with aromatic amines in fluoro alcohols', 'Enantioselective Synthesis of Dihydrospiro[indoline-3,4′-pyrano[2,3-c]pyrazole] Derivatives via Michael/Hemiketalization Reaction', 'Oxidation in fluoro alcohols: mild and efficient preparation of disulfides from thiols', 'Fluoro alcohol as reaction medium: one-pot synthesis of β-hydroxy sulfoxides from epoxides', 'Efficient copper (II) acetate catalyzed homo-and heterocoupling of terminal alkynes at ambient conditions', 'Single-stranded and double-stranded oligonucleotides comprising a 2-arylpropyl moiety']"
Narayanan S,"Retired Professor of Mechanical Engineering and Applied Mechanics, IIT Madras","Vibration, Acoustics, Random Vibration, Nonlinear Dynamics, Smart Structures",5930,https://scholar.google.com/citations?hl=en&user=51f2PX4AAAAJ,39,89,"['Multi-fault diagnosis of rolling bearing elements using wavelet analysis and hidden Markov model based fault recognition', 'Finite element modelling of piezolaminated smart structures for active vibration control with distributed sensors and actuators', 'Active vibration control of beams with optimal placement of piezoelectric sensor/actuator pairs', 'Applications of random vibrations', 'Bifurcation and chaos in geared rotor bearing system by incremental harmonic balance method', 'Solution of Fokker-Planck equation by finite element and finite difference methods for nonlinear systems', 'Shell finite element for smart piezoelectric composite plate/shell structures and its application to the study of active vibration control', 'Optimal semi-active preview control response of a half car vehicle model with magnetorheological damper', 'The optimal location of piezoelectric actuators and sensors for vibration control of plates', 'The analysis of piezomagnetoelastic energy harvesters under broadband random excitations']"
Pratyush Kumar,"Microsoft Research, IIT Madras","SysDL, NLP, AI for social good",5922,https://scholar.google.com/citations?hl=en&user=4pr87jAAAAAJ,37,68,"['IndicNLPSuite: Monolingual corpora, evaluation benchmarks and pre-trained multilingual language models for Indian languages', 'Evaluating and informing the design of chatbots', 'Plotqa: Reasoning over scientific plots', 'Farmchat: a conversational agent to answer farmer queries', 'Indictrans2: Towards high-quality and accessible machine translation models for all 22 scheduled indian languages', 'Include: A large scale dataset for indian sign language recognition', 'IndicBART: A pre-trained model for indic natural language generation', 'Energy efficient DVFS scheduling for mixed-criticality systems', 'Ai4bharat-indicnlp corpus: Monolingual corpora and word embeddings for indic languages', 'Mahalakshmi J, Divyanshu Kakwani, Navneet Kumar, Aswin Pradeep, Srihari Nagaraj, Kumar Deepak, Vivek Raghavan, Anoop Kunchukuttan, Pratyush Kumar, and Mitesh Shantadevi Khapra\xa0…']"
