Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers,Unnamed: 0,Interest Domains
A Taraphder,"Department of Physics, Centre for Theoretical studies, Indian Institute of Technology …",Condensed Matter Physics,2458,https://scholar.google.com/citations?hl=en&user=IY2VoH8AAAAJ,27.0,52.0,"['Chiral anomaly as the origin of the planar Hall effect in Weyl semimetals', 'Heavy-fermion behavior in a negative-U Anderson model', 'Berry phase theory of planar Hall effect in topological insulators', 'Effect of substrate-induced strain on transport and magnetic properties of epitaxial La0. 66Sr0. 33MnO3 thin films', 'Nonlinear Nernst effect in bilayer', 'Negative-U extended Hubbard model for doped barium bismuthates', 'Electric field and strain-induced band-gap engineering and manipulation of the Rashba spin splitting in Janus van der Waals heterostructures', 'Topological superconductivity and Majorana bound states at the LaAlO3/SrTiO3 interface', 'Chirality-dependent planar Hall effect in inhomogeneous Weyl semimetals', 'Preformed excitons, orbital selectivity, and charge density wave order in']",,"[""Condensed Matter Physics"", ""Topological Phenomena"", ""Electronic Structure"", ""Spintronics"", ""Quantum Materials""]"
khanindra Pathak,Indian Institute of Technology Kharagpur,"Surface Mining, Mining Environment, Remote Sensing GIS, Noise Pollution, Mining Machinery",2442,https://scholar.google.com/citations?hl=en&user=Snl-qzwAAAAJ,26.0,43.0,"['Evaluation of soil loss estimation using the RUSLE model and SCS-CN method in hillslope mining areas', 'Spatial impact of land use/land cover change on surface temperature distribution in Saranda Forest, Jharkhand', 'Vetiver grass: an environment clean-up tool for heavy metal contaminated iron ore mine-soil', 'A comprehensive design of rainfall simulator for the assessment of soil erosion in the laboratory', 'Fluoride removal from water by adsorption on china clay', 'Performance evaluation of outsourcing decision using a BSC and Fuzzy AHP approach: A case of the Indian coal mining organization', 'Assessment of foliar dust using Hyperion and Landsat satellite imagery for mine environmental monitoring in an open cast iron ore mining areas', 'Comparative analysis of multi-criteria probabilistic FR and AHP models for forest fire risk (FFR) mapping in Melghat Tiger Reserve (MTR) forest: N. Kayet et al.', 'Urban heat island explored by co-relationship between land surface temperature vs multiple vegetation indices', 'Assessment and management of soil erosion in the hilltop mining dominated catchment using GIS integrated RUSLE model']",,"[""Environmental Monitoring and Management"", ""Soil and Water Conservation"", ""Remote Sensing and GIS"", ""Water Quality and Treatment"", ""Forest and Mining Ecology""]"
Raghunath Ghara,IIT Kharagpur,"Cosmology, Cosmic Reionization, Simulation, Radio Astronomy, HI signal",2427,https://scholar.google.com/citations?hl=en&user=WmNdlCkAAAAJ,26.0,44.0,"['Improved upper limits on the 21\u2009cm signal power spectrum of neutral hydrogen at z ≈ 9.1 from LOFAR', '21 cm signal from cosmic dawn: imprints of spin temperature fluctuations and peculiar velocities', 'Constraining the intergalactic medium at z ≈ 9.1 using LOFAR Epoch of Reionization observations', 'Tight constraints on the excess radio background at z\xa0= 9.1 from LOFAR', 'Interpreting LOFAR 21-cm signal upper limits at z ≈ 9.1 in the context of high-z galaxy and reionization observations', 'Optimal identification of H\u2009ii regions during reionization in 21-cm observations', 'First upper limits on the 21 cm signal power spectrum from cosmic dawn from one night of observations with NenuFAR', 'Comparing foreground removal techniques for recovery of the LOFAR-EoR 21 cm power spectrum', 'Constraining the state of the intergalactic medium during the Epoch of Reionization using MWA 21-cm signal observations', 'Prediction of the 21-cm signal from reionization: comparison between 3D and 1D radiative transfer schemes']",,"[""Cosmic Dawn and Epoch of Reionization"", ""21-Cm Cosmology"", ""InterGalactic Medium"", ""Radio Astronomy""]"
Burada PS,"Associate Professor, Indian Institute of Technology Kharagpur, India","Soft matter Physics, Non-equilibrium Statmech, Low Re Hydrodynamics",2416,https://scholar.google.com/citations?hl=en&user=knof4IoAAAAJ,20.0,32.0,"['Diffusion in confined geometries', 'Entropic transport: Kinetics, scaling, and control mechanisms', 'Biased diffusion in confined media: Test of the Fick-Jacobs approximation and validity criteria', 'Entropic stochastic resonance', 'Entropic splitter for particle separation', 'Entropic particle transport in periodic channels', 'Entropic stochastic resonance: the constructive role of the unevenness', 'Statistics of work performed on a forced quantum oscillator', 'Double entropic stochastic resonance', 'Escape rate of an active Brownian particle over a potential barrier']",,"[""Entropy and Statistical Mechanics""]"
Dhananjay Kumar srivastava,IIT Kharagpur,Internal Combustion Engine,2396,https://scholar.google.com/citations?hl=en&user=j23mYyoAAAAJ,25.0,38.0,"['Effect of fuel injection timing and pressure on combustion, emissions and performance characteristics of a single cylinder diesel engine', 'Effect of fuel injection pressure on diesel particulate size and number distribution in a CRDI single cylinder research engine', 'Effect of fuel injector deposit on spray characteristics, gaseous emissions and particulate matter in a gasoline direct injection engine', 'Measurement of number and size distribution of particles emitted from a mid-sized transportation multipoint port fuel injection gasoline engine', 'Effect of liner surface properties on wear and friction in a non-firing engine simulator', 'Comparative experimental evaluation of performance, combustion and emissions of laser ignition with conventional spark plug in a compressed natural gas fuelled single cylinder\xa0…', 'Flame kernel characterization of laser ignition of natural gas–air mixture in a constant volume combustion chamber', 'Development of surface functionalized activated carbon fiber for control of NO and particulate matter', 'Characterisation of laser ignition in hydrogen–air mixtures in a combustion bomb', 'Effect of compression ratio on engine knock, performance, combustion and emission characteristics of a bi-fuel CNG engine']",,"[""Internal Combustion Engine Research"", ""Gasoline Engine Research"", ""Diesel Engine Research"", ""Particulate Matter and Emissions Research"", ""Engine Performance Optimization""]"
Sourav Mitra,"Asst. Professor, Department of Mechanical Engineering, IIT Kharagpur, India","Thermodynamics, Refrigeration, Adsorption, Thermal system design, Heat transfer",2346,https://scholar.google.com/citations?hl=en&user=ea7ot_cAAAAJ,26.0,36.0,"['Theoretical framework to evaluate minimum desorption temperature for IUPAC classified adsorption isotherms', 'Study on biomass derived activated carbons for adsorptive heat pump application', 'Performance evaluation of a two-stage silica gel+ water adsorption based cooling-cum-desalination system', 'Solar driven adsorption desalination system', 'Study on boiling heat transfer of water–TiO2 and water–MWCNT nanofluids based laminar jet impingement on heated steel surface', 'Specific heat capacities of carbon-based adsorbents for adsorption heat pump application', 'Synthesis and characterization of silica gel composite with polymer binders for adsorption cooling applications', 'Ionic liquid as a new binder for activated carbon based consolidated composite adsorbents', 'Study on the influence of adsorbent particle size and heat exchanger aspect ratio on dynamic adsorption characteristics', 'Ethanol adsorption uptake and kinetics onto waste palm trunk and mangrove based activated carbons']",,"[""Biomass Utilization"", ""Adsorption Technologies"", ""Thermal Energy Storage"", ""Materials Science"", ""Nanofluids and Nanomaterials""]"
Dr Renji Remesan,"Associate Professor, Indian Institute of Technology Kharagpur","Water management, Hydrology, Hydroinformatics, Climate change, numerical weather modelling",2327,https://scholar.google.com/citations?hl=en&user=ve8gekoAAAAJ,26.0,42.0,"['Comparison of LLR, MLP, Elman, NNARX and ANFIS Models—with a case study in solar radiation estimation', 'Daily pan evaporation modeling in a hot and dry climate', 'Runoff prediction using an integrated hybrid modelling scheme', 'Model data selection using gamma test for daily solar radiation estimation', 'Hybrid neural modeling for groundwater level prediction', 'Probabilistic modeling of flood characterizations with parametric and minimum information pair-copula model', 'Hydrological data driven modelling', 'A multimodel ensemble machine learning approach for CMIP6 climate model projections in an Indian River basin', 'Evaluating the variability in surface water reservoir planning characteristics during climate change impacts assessment', 'Estimating reference evapotranspiration using numerical weather modelling']",,"[""Hydrology"", ""Data Modeling"", ""Machine Learning"", ""Climate Change""]"
Saibal Gupta,"Professor of Geology, IIT Kharagpur","Structural Geology, Metamorphic Petrology, Tectonics",2313,https://scholar.google.com/citations?hl=en&user=tpmaaVAAAAAJ,26.0,54.0,"['Rainfall thresholds for the initiation of landslide at Lanta Khola in north Sikkim, India', 'Occurrence, predictors and hazards of elevated groundwater arsenic across India through field observations and regional-scale AI-based modeling', 'Tectonic interleaving along the main central thrust, Sikkim Himalaya', 'Influence of tectonics, sedimentation and aqueous flow cycles on the origin of global groundwater arsenic: paradigms from three continents', 'Contrasting pressure–temperature–deformation history across a vestigial craton–mobile belt boundary: the western margin of the Eastern Ghats Belt at Deobhog, India', 'Structural evolution across the Eastern Ghats Mobile Belt–Bastar craton boundary, India: hot over cold thrusting in an ancient collision zone', 'Plate Tectonics influence on geogenic arsenic cycling: From primary sources to global groundwater enrichment.', 'Mechanism of activation of the Lanta Khola landslide in Sikkim Himalayas', 'Strain localization, granulite formation and geodynamic setting of ‘hot orogens’: a case study from the Eastern Ghats Province, India', 'Integrated geological and geophysical studies for delineation of chromite deposits: A case study from Tangarparha, Orissa, India']",,"[""Geodynamics"", ""Geohydrology"", ""Geochronology"", ""Structural Geology""]"
Prof Prafulla Kumar  Behera,"Professor of Physics, Indian Institute of Technology Madras",Experimental High Energy Physics,289929,https://scholar.google.com/citations?hl=en&user=mScZ5g4AAAAJ,239.0,1538.0,"['Observation of a new particle in the search for the Standard Model Higgs boson with the ATLAS detector at the LHC', 'The ATLAS simulation infrastructure', 'Luminosity determination in pp collisions at  = 8 TeV using the ATLAS detector at the LHC', 'Performance of the ATLAS trigger system in 2015', 'Particle-flow reconstruction and global event description with the CMS detector', 'Jet energy measurement with the ATLAS detector in proton-proton collisions at sqrt (s)= 7 TeV', 'The belle detector', 'Expected performance of the ATLAS experiment-detector, trigger and physics', 'Electron performance measurements with the ATLAS detector using the 2010 LHC proton-proton collision data', 'Extraction and validation of a new set of CMS PYTHIA8 tunes from underlying-event measurements']",,"[""High Energy Physics"", ""Experimental Particle Physics""]"
Chandra Kant Mishra IITM,IIT Madras,Gravitational waves,133952,https://scholar.google.com/citations?hl=en&user=t_Vg41AAAAAJ,113.0,218.0,"['Observation of gravitational waves from a binary black hole merger', 'GW170817: observation of gravitational waves from a binary neutron star inspiral', 'Advanced ligo', 'GWTC-1: a gravitational-wave transient catalog of compact binary mergers observed by LIGO and Virgo during the first and second observing runs', 'Tests of general relativity with GW150914', 'GWTC-3: Compact binary coalescences observed by LIGO and Virgo during the second part of the third observing run', 'Gravitational waves and gamma-rays from a binary neutron star merger: GW170817 and GRB 170817A', 'GWTC-2: Compact binary coalescences observed by LIGO and Virgo during the first half of the third observing run', 'GW170817: Measurements of neutron star radii and equation of state', 'GW170104: observation of a 50-solar-mass binary black hole coalescence at redshift 0.2']",,"[""Gravitational Physics"", ""High Energy Astrophysics""]"
Mukesh Doble,"Distinguished Prof, Saveetha Dental college, Retd Prof IITM","Drug design, Biomaterials, Bioengineering",48509,https://scholar.google.com/citations?hl=en&user=Uywm3i4AAAAJ,76.0,285.0,"['Perry’s chemical engineers’ handbook', 'Synergism between natural products and antibiotics against infectious diseases', 'Biodegradation of polyethylene and polypropylene', 'Marine microbe-mediated biodegradation of low-and high-density polyethylenes', 'Biodegradation of aliphatic and aromatic polycarbonates', 'Biofilm formation, bacterial adhesion and host response on polymeric implants—issues and prevention', 'Design of biocomposite materials for bone tissue regeneration', 'Potential synergism of natural products in the treatment of cancer', 'Mechanism of action of natural products used in the treatment of diabetes mellitus', 'Synergistic interaction of eugenol with antibiotics against Gram negative bacteria']",,"[""Materials Science"", ""Biotechnology"", ""Medicinal Chemistry"", ""Biomaterials"", ""Microbiology""]"
Thalappil Pradeep,Indian Institute of Technology Madras,Molecular and nanoscale materials,47274,https://scholar.google.com/citations?hl=en&user=CKZsjjcAAAAJ,98.0,509.0,"['Nanofluids: science and technology', 'Atomically precise clusters of noble metals: emerging link between atoms and nanoparticles', 'Effect of nanoscale zinc oxide particles on the germination, growth and yield of peanut', 'Potential of silver nanoparticle‐coated polyurethane foam as an antibacterial water filter', 'Coalescence of Nanoclusters and Formation of Submicron Crystallites Assisted by Lactobacillus Strains', 'Thermal conductivities of naked and monolayer protected metal nanoparticle based nanofluids: Manifestation of anomalous enhancement and chemical effects', 'Noble metal nanoparticles for water purification: a critical review', 'Model for heat conduction in nanofluids', 'Anisotropic nanomaterials: structure, growth, assembly, and functions', 'Reduced graphene oxide–metal/metal oxide composites: facile synthesis and application in water purification']",,"[""Nanomaterials and Nanotechnology"", ""Metal Nanoparticles and Nanofluids"", ""Water and Environmental Remediation"", ""Nanoclusters and Colloids"", ""Noble Metals""]"
BS Murty,IIT Madras,Nano Materials,31992,https://scholar.google.com/citations?hl=en&user=2roOB5gAAAAJ,83.0,391.0,"['High-entropy alloys', 'Grain refinement of aluminium and its alloys by heterogeneous nucleation and alloying', 'Decomposition in multi-component AlCoCrCuFeNi high-entropy alloy', 'Novel materials synthesis by mechanical alloying/milling', 'High-entropy alloys by mechanical alloying: A review', 'Bulk tracer diffusion in CoCrFeNi and CoCrFeMnNi high entropy alloys', 'Alloying behavior in multi-component AlCoCrCuFe and NiCoCrCuFe high entropy alloys', 'Synthesis and characterization of nanocrystalline AlFeTiCrZnCu high entropy solid solution by mechanical alloying', 'Thermal spray high-entropy alloy coatings: a review', 'Tensile and wear behaviour of in situ Al–7Si/TiB2 particulate composites']",,"[""Metallurgy"", ""High-Entropy Alloys"", ""Material Science""]"
Sarit Kumar Das,"Institute Professor, IIT Madras","BioMicrofluidics, Nanofluids, Battery cooling, Multiphase flow in microsystems, Thermal hydraulics in nuclear and fuel cell …",29970,https://scholar.google.com/citations?hl=en&user=lhVJay4AAAAJ,63.0,214.0,"['Temperature dependence of thermal conductivity enhancement for nanofluids', 'Nanofluids', 'Heat transfer in nanofluids—a review', 'Pool boiling characteristics of nano-fluids', 'A benchmark study on the thermal conductivity of nanofluids', 'Natural convection of nano-fluids', 'Computationally guided photothermal tumor therapy using long-circulating gold nanorod antennas', 'Thermal conductivities of naked and monolayer protected metal nanoparticle based nanofluids: Manifestation of anomalous enhancement and chemical effects', 'Effect of particle size on the convective heat transfer in nanofluid in the developing region', 'Model for heat conduction in nanofluids']",,"[""Nanofluids"", ""Heat Transfer"", ""Thermal Conductivity""]"
S. Subramanian,Indian Institute of Technology Madras,Physical sicneces   Magnetic resonancne …,28603,https://scholar.google.com/citations?hl=en&user=iDTlsngAAAAJ,81.0,429.0,"['Sensitivity-enhanced two-dimensional heteronuclear shift correlation NMR spectroscopy', 'Porous Solids by Design: [Zn(4,4′‐bpy)2(SiF6)]n·xDMF, a Single Framework Octahedral Coordination Polymer with Large Square Channels', 'A Tlr7 translocation accelerates systemic autoimmunity in murine lupus', 'Exploitation of the hydrogen bond: recent developments in the context of crystal engineering', 'The DNA sequence and biological annotation of human chromosome 1', 'Extracellular polymeric substances (EPS) producing bacterial strains of municipal wastewater sludge: isolation, molecular identification, EPS characterization and performance\xa0…', 'Interwoven two- and three-dimensional coordination polymers through self-assembly of CuI cations with linear bidentate ligands', 'Overhauser enhanced magnetic resonance imaging for tumor oximetry: coregistration of tumor anatomy and tissue oxygen concentration', 'COVID-19: Impact analysis and recommendations for power sector operation', 'Nitrates in the environment: A critical review of their distribution, sensing techniques, ecological effects and remediation']",,"[""Materials Science"", ""Crystal Engineering"", ""Bioinformatics"", ""Nuclear and Magnetic Resonance Spectroscopy"", ""Oncology""]"
Balasubramanian Viswanathan,"Indian Institute of Technology, Madras",Catalysis,23254,https://scholar.google.com/citations?hl=en&user=f3U_p4QAAAAJ,78.0,314.0,"['Synthesis, characterization, electronic structure, and photocatalytic activity of nitrogen-doped TiO2 nanocatalyst', 'Biosynthesis of silver nanoparticles using Citrus sinensis peel extract and its antibacterial activity', 'Anode catalysts for direct methanol fuel cells in acidic media: do we have any alternative for Pt or Pt–Ru?', 'Mesoporous carbon nitrides: synthesis, functionalization, and applications', 'Ferrite materials: science and technology', 'Magnesium and magnesium alloy hydrides', 'Alternate synthetic strategy for the preparation of CdS nanoparticles and its exploitation for water splitting', 'Effect of surface area, pore volume and particle size of P25 titania on the phase transformation of anatase to rutile', 'Surface acidity of MCM-41 by in situ IR studies of pyridine adsorption', 'Thermal decomposition as route for silver nanoparticles']",,"[""Nanotechnology"", ""Functional Materials"", ""Electrocatalysis"", ""Polymeric Materials"", ""Hydride Chemistry""]"
M. Michael Gromiha,Indian Institute of Technology Madras,,18597,https://scholar.google.com/citations?hl=en&user=8LsqFdUAAAAJ,68.0,272.0,"['CUPSAT: prediction of protein stability upon point mutations', 'ProTherm and ProNIT: thermodynamic databases for proteins and protein–nucleic acid interactions', 'ProTherm, version 4.0: thermodynamic database for proteins and mutants', 'Computational studies of drug repurposing and synergism of lopinavir, oseltamivir and ritonavir binding with SARS-CoV-2 protease against COVID-19', 'COVID-19 outbreak: history, mechanism, transmission, structural studies and therapeutics', 'Analysis and prediction of DNA-binding proteins and their binding residues based on composition, sequence and structural information', 'Inter-residue interactions in protein folding and stability', 'Comparison between long-range interactions and contact order in determining the folding rate of two-state proteins: application of long-range order to folding rate prediction', 'Prediction of RNA binding sites in a protein using SVM and PSSM profile', 'Identification of DNA-binding proteins using support vector machines and evolutionary profiles']",,"[""Bioinformatics"", ""Protein Structure and Stability"", ""Computational Biology"", ""Biological Interaction Analysis""]"
chandrasekharan rajendran,IIT Madras,"Production and Operations Management, Quality Management",17908,https://scholar.google.com/citations?hl=en&user=xBzpRysAAAAJ,66.0,163.0,"['The relationship between service quality and customer satisfaction–a factor specific approach', 'Determinants of customer‐perceived service quality: a confirmatory factor analysis approach', 'Ant-colony algorithms for permutation flowshop scheduling to minimize makespan/total flowtime of jobs', 'Customer perceptions of service quality: A critique', 'Patient‐perceived dimensions of total quality service in healthcare', 'A comparative study of dispatching rules in dynamic flowshops and jobshops', 'A holistic model for total quality service', 'Efficient dispatching rules for scheduling in a job shop', 'Service quality and its impact on customer satisfaction in Indian hospitals: Perspectives of patients and their attendants', 'A conceptual model for total quality management in service organizations']",,"[""Quality Management in Services"", ""Operations Research in Services"", ""Service Quality and Customer Satisfaction""]"
Raghunathan Rengaswamy,"Professor of Chemical Engineering, IIT Madras",Process Systems Engineering - Fuel Cell …,16906,https://scholar.google.com/citations?hl=en&user=WOCWpzwAAAAJ,49.0,148.0,"['A review of process fault detection and diagnosis: Part I: Quantitative model-based methods', 'A review of process fault detection and diagnosis: Part III: Process history based methods', 'A review of process fault detection and diagnosis: Part II: Qualitative models and search strategies', 'A syntactic pattern-recognition approach for process monitoring and fault diagnosis', 'A review of solid oxide fuel cell (SOFC) dynamic models', 'Fault diagnosis using dynamic trend analysis: A review and recent developments', 'Locating sensors in complex chemical plants based on fault diagnostic observability criteria', 'Robust and reliable estimation via unscented recursive nonlinear dynamic data reconciliation', 'Application of signed digraphs-based analysis for fault diagnosis of chemical process flowsheets', 'Fuzzy-logic based trend classification for fault diagnosis of chemical processes']",,"[""Fault Diagnosis and Process Monitoring"", ""Control Systems and Estimation"", ""Process Dynamics and Modeling"", ""Data Analysis and Signal Processing""]"
Venkatesan Subramanian,Indian Institute of Technology Madras,"Theoretical and Computational Chemistry, Biophysics of Collagen, Biomacromolecules Structure",15663,https://scholar.google.com/citations?hl=en&user=o7ttu1gAAAAJ,61.0,242.0,"['Bader’s theory of atoms in molecules (AIM) and its applications to chemical bonding', 'Electrophilicity-based charge transfer descriptor', 'Electrophilicity index as a possible descriptor of biological activity', 'Hydrogen bonding without borders: an atoms-in-molecules perspective', 'Application of quantum chemical descriptor in quantitative structure activity and structure property relationship', 'Intermolecular reactivity through the generalized philicity concept', 'Interaction of DNA with [Cr (Schiff base)(H2O) 2] ClO4', 'Comparison of global reactivity descriptors calculated using various density functionals: a QSAR perspective', 'Electrophilicity as a possible descriptor for toxicity prediction', 'Stabilization of collagen using plant polyphenol: role of catechin']",,"[""Quantum Chemistry"", ""Computational Chemistry"", ""Chemical Biology"", ""Molecular Modeling""]"
Ashok Kumar Mishra,"Professor of Physical Chemistry, Indian Institute of Technology-Madras","Fluorescence Spectroscopy, Excited state prototropism, Analytical Photochemistry, Chemometrics, Fiber Optics",15299,https://scholar.google.com/citations?hl=en&user=N_rqztMAAAAJ,57.0,355.0,"['Inner filter effect in fluorescence spectroscopy: As a problem and as a solution', 'Recent developments in multicomponent synchronous fluorescence scan analysis', 'Technology Adoption and Off-Farm Household Income: The Case ofHerbicide-Tolerant Soybeans', 'the Economic Well-Being of Farm Households', 'Off-farm income, technology adoption, and farm economic performance', 'Health status and health care access of farm and rural populations', 'Fluorescence spectroscopic study of serum albumin–bromadiolone interaction: fluorimetric determination of bromadiolone', 'Role of fungi in the deterioration of wall paintings', 'Safety of ashwagandha root extract: a randomized, placebo-controlled, study in healthy volunteers', 'Total synchronous fluorescence scan spectra of petroleum products']",,"[""Healthcare and Public Health"", ""Analytical Chemistry and Spectroscopy"", ""Environmental Science and Materials Degradation"", ""Economics and Agricultural Policy""]"
Manu Santhanam,"Professor, IIT Madras","Cement chemistry and microstructure, concrete durability",15294,https://scholar.google.com/citations?hl=en&user=bCnS1poAAAAJ,55.0,129.0,"['Mechanical properties and durability performance of concretes with Limestone Calcined Clay Cement (LC3)', 'Mechanical properties of high strength concrete reinforced with metallic and non-metallic fibres', 'Sulfate attack research—whither now?', 'Mechanism of sulfate attack: A fresh look: Part 1: Summary of experimental results', '3D printable concrete: Mixture design and test methods', 'Mechanism of sulfate attack: a fresh look: Part 2. Proposed mechanisms', 'Performance evaluation of sugarcane bagasse ash blended cement in concrete', 'Service life and life cycle assessment of reinforced concrete systems with limestone calcined clay cement (LC3)', 'Assessment of pore structure evolution in the limestone calcined clay cementitious system and its implications for performance', 'Sustainable materials for 3D concrete printing']",,"[""Cement and Concrete""]"
RadhaKrishna Ganti,"Assistant Professor, IIT Madras, Chennai","Communication Systems, Cellular Networks, Stochastic geometry, Information Theory, Full-duplex radios",14859,https://scholar.google.com/citations?hl=en&user=ZKOZPcEAAAAJ,31.0,62.0,"['A tractable approach to coverage and rate in cellular networks', 'Stochastic geometry and wireless networks', 'Modeling and analysis of K-tier downlink heterogeneous cellular networks', 'Interference in large wireless networks', 'Analytical evaluation of fractional frequency reuse for OFDMA cellular networks', 'A primer on spatial modeling and analysis in wireless networks', 'Interference and Outage in Clustered Wireless Ad Hoc Networks', 'Towards understanding the fundamentals of mobility in cellular networks', 'Comparison of fractional frequency reuse approaches in the OFDMA cellular downlink', 'On the throughput cost of physical layer security in decentralized wireless networks']",,"[""Wireless Networks"", ""Cellular Networks"", ""Stochastic Modeling"", ""Network Analysis"", ""Interference Management""]"
KG Pradeep,"Indian Institute of Technology Madras, Chennai","Combinatorial Alloy Design, Magnetic materials, Field ion Microscopy and Atom Probe …, Amorphous and Nanocrystalline ma",14283,https://scholar.google.com/citations?hl=en&user=oEtyMLIAAAAJ,41.0,77.0,"['Metastable high-entropy dual-phase alloys overcome the strength–ductility trade-off', 'Decomposition of the single-phase high-entropy alloy CrMnFeCoNi after prolonged anneals at intermediate temperatures', 'Design of a twinning-induced plasticity high entropy alloy', 'A TRIP-assisted dual-phase high-entropy alloy: grain size and phase fraction effects on deformation behavior', 'A novel, single phase, non-equiatomic FeMnNiCoCr high-entropy alloy with exceptional phase stability and tensile ductility', 'Bulk tracer diffusion in CoCrFeNi and CoCrFeMnNi high entropy alloys', 'High-Entropy Alloys as Catalysts for the CO2 and CO Reduction Reactions: Experimental Realization', 'Thermal stability and grain boundary strengthening in ultrafine-grained CoCrFeNi high entropy alloy composite', 'Phase stability of non-equiatomic CoCrFeMnNi high entropy alloys', 'Non-equiatomic high entropy alloys: Approach towards rapid alloy screening and property-oriented design']",,"[""Materials Science and Engineering"", ""Solid-State Chemistry"", ""High Entropy Alloys""]"
G. Ranga Rao,"Professor of Chemistry, Indian Institute of Technology Madras","Materials Chemistry, Heterogeneous Catalysis, Solid State Electrochemistry, Energy storage and",13342,https://scholar.google.com/citations?hl=en&user=tHlEUtoAAAAJ,57.0,162.0,"['Ultralayered Co3O4 for high-performance supercapacitor applications', 'Rh-loaded CeO2-ZrO2 solid-solutions as highly efficient oxygen exchangers: dependence of the reduction behavior and the oxygen storage capacity on the structural-properties', 'Microwave-mediated synthesis for improved morphology and pseudocapacitance performance of nickel oxide', 'Tuning of capacitance behavior of NiO using anionic, cationic, and nonionic surfactants by hydrothermal synthesis', 'Nanoscale morphology dependent pseudocapacitance of NiO: Influence of intercalating anions during synthesis', 'Effect of microwave on the nanowire morphology, optical, magnetic, and pseudocapacitance behavior of Co3O4', 'Reduction of NO over Partially Reduced Metal-Loaded CeO2–ZrO2 Solid Solutions', 'XRD and UV-Vis diffuse reflectance analysis of CeO 2-ZrO 2 solid solutions synthesized by combustion method', 'Pine-cone morphology and pseudocapacitive behavior of nanoporous nickel oxide', 'Construction of ternary hybrid layered reduced graphene oxide supported g-C3N4-TiO2 nanocomposite and its photocatalytic hydrogen production activity']",,"[""Nanomaterials and Nanotechnology"", ""Supercapacitors and Electrochemical Capacitors"", ""Magnetic and Electronic Materials"", ""Photocatalysis and Photocatalysts"", ""Synthesis and Processing of Materials""]"
Reddy KS,"Professor, Department of Mechanical Engineering, IIT Madras","Solar Energy, Energy & Environment, Heat Transfer",13341,https://scholar.google.com/citations?hl=en&user=PwkbWWAAAAAJ,63.0,184.0,"['A review of solar energy driven desalination technologies', 'Review of latent heat thermal energy storage for improved material stability and effective load management', 'COVID-19: Impact analysis and recommendations for power sector operation', 'Solar resource estimation using artificial neural networks and comparison with other correlation models', 'Thermal analysis of solar parabolic trough with porous disc receiver', 'Nano-enhanced Phase Change Material for thermal management of BICPV', '4-E (Energy, Exergy, Environment, and Economic) analysis of solar thermal aided coal-fired power plants', 'A review of Integration, Control, Communication and Metering (ICCM) of renewable energy based smart grid', 'Performance enhancement of a Building-Integrated Concentrating Photovoltaic system using phase change material', 'Experimental investigation of porous disc enhanced receiver for solar parabolic trough collector']",,"[""Renewable Energy"", ""Energy Systems"", ""Thermal Management"", ""Material Science"", ""Smart Grids""]"
Rajnish Kumar,"Professor, Department of Chemical Engineering; Indian Institute of Technology Madras","CO2 Capture & Sequestration, Direct Air Capture, Gas Hydrates, Water Purification, Hydrogen Storage",13129,https://scholar.google.com/citations?hl=en&user=P21tbTMAAAAJ,59.0,123.0,"['A review of the hydrate based gas separation (HBGS) process for carbon dioxide pre-combustion capture', 'The clathrate hydrate process for post and pre-combustion capture of carbon dioxide', 'Synthesis of biodiesel in supercritical fluids', 'Hydrogen storage in clathrate hydrates: Current state of the art and future directions', 'Role of surfactants in promoting gas hydrate formation', 'Gas hydrate formation from hydrogen/carbon dioxide and nitrogen/carbon dioxide gas mixtures', 'A new apparatus to enhance the rate of gas hydrate formation: Application to capture of carbon dioxide', 'Rapid methane hydrate formation to develop a cost effective large scale energy storage system', 'Pre-combustion capture of carbon dioxide in a fixed bed reactor using the clathrate hydrate process', 'Influence of contact medium and surfactants on carbon dioxide clathrate hydrate kinetics']",,"[""Gas Separation and Capture"", ""Hydrate Materials and Processes"", ""Biodiesel and Biofuels"", ""Supercritical Fluids"", ""Hydrogen Storage and Utilization""]"
Tanmay Basak,"Professor, Chemical Engineering, Indian Insttitute of Technology Madras","Computational Thermo-Fluids, Convection-Energy Flow, Convection-Bifurcation, Finite Element, Microwave-Thermal Transport",12902,https://scholar.google.com/citations?hl=en&user=eFEoz98AAAAJ,54.0,196.0,"['Microwave food processing—A review', 'A review on the susceptor assisted microwave processing of materials', 'Effects of thermal boundary conditions on natural convection flows within a square cavity', 'Natural convection in a square cavity filled with a porous medium: effects of various thermal boundary conditions', 'Microwave material processing—a review', 'Studies on natural convection within enclosures of various (non-square) shapes–A review', 'Finite element analysis of natural convection flows in a square cavity with non-uniformly heated wall (s)', 'Heatline analysis on natural convection for nanofluids confined within square cavities with various thermal boundary conditions', 'Analysis of mixed convection flows within a square cavity with uniform and non-uniform heating of bottom wall', 'Heat flow analysis for natural convection within trapezoidal enclosures based on heatline concept']",,"[""Heat Transfer and Convection""]"
