,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
20,Gautam Biswas FNA or G Biswas,"IIT Guwahati, IIT Kanpur and BITS-Pilani Goa Campus","Fluid Mechanics, Heat Transfer, Boiling, Drops, Bubbles",12493,https://scholar.google.com/citations?hl=en&user=dfvFBBMAAAAJ,60,166,"['Backward-facing step flows for various expansion ratios at low and moderate Reynolds numbers', 'Comparison of volume-of-fluid methods for surface tension-dominant two-phase flows', 'Three-dimensional study of flow past a square cylinder at low Reynolds numbers', 'Two-phase electrohydrodynamic simulations using a volume-of-fluid approach', 'Numerical and experimental determination of flow structure and heat transfer effects of longitudinal vortices in a channel flow', 'Flow past a square cylinder at low Reynolds numbers', 'Heat transfer enhancement in fin-tube heat exchangers by winglet type vortex generators', 'Heat transfer enhancement in fin-tube heat exchangers by winglet type vortex generators', 'Steady separated flow past a circular cylinder at low Reynolds numbers', 'Numerical simulation of bubble growth in film boiling using a coupled level-set and volume-of-fluid method']"
21,SC Srivastava,"Department of Elect. Eng., IIT Kanpur",,12042,https://scholar.google.com/citations?hl=en&user=Uesn2wIAAAAJ,58,187,"['Tillage and residue management effects on soil aggregation, organic carbon dynamics and yield attribute in rice–wheat cropping system under reclaimed sodic soil', 'A non-unit protection scheme for DC microgrid based on local measurements', 'Congestion management in competitive power market: A bibliographical survey', 'A zonal congestion management approach using real and reactive power rescheduling', 'A robust three phase power flow algorithm for radial distribution systems', 'Global occurrence of deoxynivalenol in food commodities and exposure risk assessment in humans in the last decade: A survey', 'Grid integration of small-scale photovoltaic systems in secondary distribution network—A review', 'Control strategies of a DC microgrid for grid connected and islanded operations', 'Optimal reactive power dispatch considering FACTS devices', 'A synchrophasor assisted frequency and voltage stability based load shedding scheme for self-healing of power system']"
22,Vinod K Singh,"Professor of Chemistry, IIT Kanpur",Organic Synthesis,11156,https://scholar.google.com/citations?hl=en&user=4vUdrvEAAAAJ,57,164,"['A stable and easily prepared catalyst for the enantioselective reduction of ketones. Applications to multistep syntheses', 'Highly enantioselective organocatalytic direct aldol reaction in an aqueous medium', 'Practical and useful methods for the enantioselective reduction of unsymmetrical ketones', 'Enantioselective one-pot three-component synthesis of propargylamines', 'An efficient method for acylation reactions', 'Highly enantioselective direct aldol reaction catalyzed by organic molecules', 'Organocatalytic reactions in water', 'Enantioselective organocatalytic aldol reaction using small organic molecules', 'An efficient method for cleavage of epoxides with aromatic amines', 'Highly enantioselective water-compatible organocatalyst for Michael reaction of ketones to nitroolefins']"
23,Bushra Ateeq,"Professor & Senior Fellow, DBT/Wellcome Trust, IIT Kanpur","Cancer Biomarkers, Cancer Genomics, Non-coding RNAs, Drug Targets, Prostate Cancer",11079,https://scholar.google.com/citations?hl=en&user=72n6-0wAAAAJ,38,58,"['The mutational landscape of lethal castration-resistant prostate cancer', 'Genomic loss of microRNA-101 leads to overexpression of histone methyltransferase EZH2 in cancer', 'Identification of targetable FGFR gene fusions in diverse cancers', 'Rearrangements of the RAF kinase pathway in prostate cancer, gastric cancer and melanoma', 'Mechanistic rationale for inhibition of poly (ADP-ribose) polymerase in ETS gene fusion-positive prostate cancer', 'Functionally recurrent rearrangements of the MAST kinase and Notch gene families in breast cancer', 'The role of sarcosine metabolism in prostate cancer progression', 'Coordinated regulation of polycomb group complexes through microRNAs in cancer', 'Clastogenicity of pentachlorophenol, 2, 4-D and butachlor evaluated by Allium root tip test', 'Induction of micronuclei and erythrocyte alterations in the catfish Clarias batrachus by 2, 4-dichlorophenoxyacetic acid and butachlor']"
24,Prof. Dr.-Ing. M. Jaleel Akhtar,"Chair Professor, Dept. of Electrical Engineering, IIT Kanpur","Electromagnetic Theory, Microwave Imaging and Remote Sensing, RF Metamaterial Inspired Sensors",10742,https://scholar.google.com/citations?hl=en&user=A7Bri_4AAAAJ,46,158,"['Engineering electromagnetics', 'Design and application of the CSRR-based planar sensor for noninvasive measurement of complex permittivity', 'Hierarchical carbon nanotube-coated carbon fiber: ultra lightweight, thin, and highly efficient microwave absorber', 'Lightweight and high-performance microwave absorbing heteroatom-doped carbon derived from chicken feather fibers', 'Design of triple band differential rectenna for RF energy harvesting', 'Metamaterial-inspired microwave microfluidic sensor for glucose monitoring in aqueous solutions', 'Design, synthesis, and testing of high coercivity cobalt doped nickel ferrite nanoparticles for magnetic applications', 'A generalized rectangular cavity approach for determination of complex permittivity of materials', 'Improved planar resonant RF sensor for retrieval of permittivity and permeability of materials', 'Multi-band RF planar sensor using complementary split ring resonator for testing of dielectric materials']"
25,Debashish Chowdhury,"Professor, Department of Physics, IIT Kanpur","Statistical Physics, Biological Physics, Molecular machines, Molecular motors",10596,https://scholar.google.com/citations?hl=en&user=punFCLMAAAAJ,39,111,"['Statistical physics of vehicular traffic and some related systems', 'Stochastic transport in complex systems: from molecules to vehicles', 'Particle hopping models for two-lane traffic with two kinds of vehicles: Effects of lane-changing rules', 'Physics of transport and traffic phenomena in biology: from molecular motors and cells to organisms', 'Spin glasses and other frustrated systems', 'Santen, L.—Schadschneider, A.: Statistical physics of vehicular traffic and some related systems', 'Self-organization of traffic jams in cities: Effects of stochastic dynamics and signal periods', 'Stochastic mechano-chemical kinetics of molecular motors: a multidisciplinary enterprise from a physicist’s perspective', 'Intracellular transport of single-headed molecular motors KIF1A', 'A generalized spin model of financial markets']"
26,Ajoy Kanti Ghosh,"professor, IIT Kanpur India","artificial intelligence, flight mechanics, aerodynamics",10579,https://scholar.google.com/citations?hl=en&user=XBXJ_dUAAAAJ,44,237,"['The Fauna of British India: including Ceylon and Burma', 'Free radicals and their role in different clinical conditions: an overview', 'Wetting and wicking in fibrous materials', 'Zingiber officinale: a natural gold.', 'Fused deposition modelling using direct extrusion', 'Intelligent fault diagnosis of rotary machines: Conditional auxiliary classifier GAN coupled with meta learning using limited data', 'Influence of solid lubricants and fibre reinforcement on wear behaviour of polyethersulphone', 'Attributes of climate resilience in fisheries: From theory to practice', 'Small quartz silica spheres induced disorder in octylcyanobiphenyl (8CB) liquid crystals: a thermal study', 'Two new techniques for aircraft parameter estimation using neural networks']"
27,Sameer Khandekar,"Sir M. Visvesvaraya Chair Professor and Head (ME), Indian Institute of Technology Kanpur …","heat transfer, heat pipes, boiling, condensation, thermal management",10379,https://scholar.google.com/citations?hl=en&user=9uMKMBUAAAAJ,50,126,"['Closed loop pulsating heat pipes: Part A: parametric experimental investigations', 'Understanding operational regimes of closed loop pulsating heat pipes: an experimental study', 'Closed loop pulsating heat pipes Part B: visualization and semi-empirical modeling', 'Operational limit of closed loop pulsating heat pipes', 'An insight into thermo-hydrodynamic coupling in closed loop pulsating heat pipes', 'Performance characteristics of pulsating heat pipes as integral thermal spreaders', 'Engineering applications of ferrofluids: A review', 'Thermal performance of closed two-phase thermosyphon using nanofluids', 'Nano-cutting fluid for enhancement of metal cutting performance', 'Thermofluid dynamic study of flat-plate closed-loop pulsating heat pipes']"
28,Yogesh S. Chauhan,"Fellow of IEEE, IASc & INAE; Professor & Head/EE - IIT Kanpur","ASM GaN HEMT, Compact Model, BSIM SPICE Model, Cryogenic Transistor Modeling, Ferroelectric FET",9872,https://scholar.google.com/citations?hl=en&user=USq58a0AAAAJ,50,224,"['FinFET modeling for IC simulation and design', 'Analysis and compact modeling of negative capacitance transistor with high ON-current and negative output differential resistance—Part II: Model validation', 'Analytical modeling of surface-potential and intrinsic charges in AlGaN/GaN HEMT devices', 'ASM GaN: Industry standard model for GaN RF and power devices—Part 1: DC, CV, and RF model', 'Numerical investigation of short-channel effects in negative capacitance MFIS and MFMIS transistors: Subthreshold behavior', 'BSIM6: Analog and RF compact model for bulk MOSFET', 'BSIM—SPICE models enable FinFET and UTB IC designs', 'Robust surface-potential-based compact model for GaN HEMT IC design', 'Physical insights on negative capacitance transistors in nonhysteresis and hysteresis regimes: MFMIS versus MFIS structures', 'First demonstration of in-memory computing crossbar using multi-level cell FeFET']"
29,Goutam Deo,"Professor of Chemical Engineering, Indian Institute of Technology Kanpur","Chemical Engineering, Reaction Engineering, Heterogeneous Catalysis",9816,https://scholar.google.com/citations?hl=en&user=fK9RH9EAAAAJ,52,97,"['Reactivity of supported vanadium oxide catalysts: The partial oxidation of methanol', 'Predicting molecular structures of surface metal oxide species on oxide supports under ambient conditions', 'Vapor− liquid phase coexistence, critical properties, and surface tension of confined alkanes', 'Reactivity of V2O5catalysts for the selective catalytic reduction of NO by NH3: Influence of vanadia loading, H2O, and SO2', 'Supported vanadium oxide catalysts: molecular structural characterization and reactivity properties', 'In situ IR, Raman, and UV-Vis DRS spectroscopy of supported vanadium oxide catalysts during methanol oxidation', 'Selective catalytic reduction of NO with NH3over supported vanadia catalysts', 'Characterization of titania silicalites', 'Effect of additives on the structure and reactivity of the surface vanadium oxide phase in V2O5/TiO2 catalysts', 'Effect of water vapor on the molecular structures of supported vanadium oxide catalysts at elevated temperatures']"
30,Mohit Bhardwaj,Indian Institute of Technology Kanpur,"Radio Astronomy, Fast Radio Bursts, Astrophysical Transients, Multi-Messenger Astronomy, Applied",9774,https://scholar.google.com/citations?hl=en&user=T7u0EccAAAAJ,49,85,"['A bright millisecond-duration radio burst from a Galactic magnetar', 'The first CHIME/FRB fast radio burst catalog', 'A repeating fast radio burst source localized to a nearby spiral galaxy', 'The CHIME fast radio burst project: system overview', 'Periodic activity from a fast radio burst source', 'A second source of repeating fast radio bursts', 'A repeating fast radio burst source in a globular cluster', 'Fast radio burst morphology in the first CHIME/FRB catalog', 'A nearby repeating fast radio burst in the direction of M81', 'Observations of fast radio bursts at frequencies down to 400 megahertz']"
31,Nishith Verma,"Professor of Chemical Engineering, Indian Institute of Technology Kanpur","Synthesis of nanomaterials including …, Environmental remediation, Energy materials, Sensors, Microbial f",9719,https://scholar.google.com/citations?hl=en&user=pwNT4HkAAAAJ,55,168,"['Removal of volatile organic compound by activated carbon fiber', 'Removal of volatile organic compounds by cryogenic condensation followed by adsorption', 'Comparative study of removal of volatile organic compounds by cryogenic condensation and adsorption by activated carbon fiber', 'Wall effects in flow past a circular cylinder in a plane channel: a numerical study', 'Removal of SO2 by activated carbon fibers in the presence of O2 and H2O', 'Copper/zinc bimetal nanoparticles-dispersed carbon nanofibers: A novel potential antibiotic material', 'Synthesis of novel PVA–starch formulation-supported Cu–Zn nanoparticle carrying carbon nanofibers as a nanofertilizer: controlled release of micronutrients', 'Carbon nanofibers as a micronutrient carrier in plants: efficient translocation and controlled release of Cu nanoparticles', 'Catalytic oxidation of NO by activated carbon fiber (ACF)', 'Development of bi-metal doped micro-and nano multi-functional polymeric adsorbents for the removal of fluoride and arsenic (V) from wastewater']"
32,Avinash Singh,indian institute of technology kanpur,"Correlated Electrons, Quantum Magnetism, Spin-Orbital Excitations",9659,https://scholar.google.com/citations?hl=en&user=1BwzHHEAAAAJ,42,264,"['The fast, luminous ultraviolet transient AT2018cow: extreme supernova, or disruption of a star by an intermediate-mass black hole?', 'Efficacy of plant essential oils as antimicrobial agents against Listeria monocytogenes in hotdogs', 'Optical‐acoustic two‐phonon relaxation in spin systems', 'Nano-crystalline Fe2O3 thin films for ppm level detection of H2S', 'Collective excitations in a doped antiferromagnet', 'Cold rolling texture in AISI 304 stainless steel', 'Electrochemical, ToF-SIMS and computational studies of 4-amino-5-methyl-4H-1, 2, 4-triazole-3-thiol as a novel corrosion inhibitor for copper in 3.5% NaCl', 'Membrane-damaging potential of natural L-(−)-usnic acid in Staphylococcus aureus', 'Mpi-a message passing interface standard', 'SN 2017gmr: An energetic Type II-P supernova with asymmetries']"
33,Kumar Vaibhav Srivastava,"Professor of Department of Electrical Engineering, Indian Institute of Technology, Kanpur …","Metamaterials, Microwave Absorbers, Microwave Antenna, Cloaking",9303,https://scholar.google.com/citations?hl=en&user=nBSF9qUAAAAJ,48,170,"['A compact microstrip-fed triple band-notched UWB monopole antenna', 'Triple band polarization-independent metamaterial absorber with bandwidth enhancement at X-band', 'An ultrawideband ultrathin metamaterial absorber based on circular split rings', 'Triple band polarization-independent ultra-thin metamaterial absorber using electric field-driven LC resonator', 'An equivalent circuit model of FSS-based metamaterial absorber using coupled line theory', 'Design, characterisation and fabrication of a broadband polarisation‐insensitive multi‐layer circuit analogue absorber', 'Broadband substrate integrated waveguide cavity-backed bow-tie slot antenna', 'Transparent broadband metamaterial absorber based on resistive films', 'Bandwidth-enhanced polarization-insensitive microwave metamaterial absorber and its equivalent circuit model', 'Broadband polarization-insensitive tunable frequency selective surface for wideband shielding']"
34,Arvind K Sinha,"Professor of Psychology (OB Area), Dept of HSS, Indian Institute of Technology Kanpur …","Organizational Behavior, I/O Psychology, Social Psychology",9288,https://scholar.google.com/citations?hl=en&user=SMSi2fwAAAAJ,42,206,"['Uterine artery embolization for symptomatic uterine fibroids', 'Interaction and nanotoxic effect of ZnO and Ag nanoparticles on mesophilic and halophilic bacterial cells', 'The “tamponade test” in the management of massive postpartum hemorrhage', 'General health in organizations: Relative relevance of emotional intelligence, trust, and organizational support.', 'Studies on mercury bioremediation by alginate immobilized mercury tolerant Bacillus cereus cells', 'Dynamic state estimator using ANN based bus load prediction', 'Mercury bioaccumulation and simultaneous nanoparticle synthesis by Enterobacter sp. cells', 'Incorporating nonlinearities of measurement function in power system dynamic state estimation', 'Updates on uterine artery embolization', 'Rapidly destructive osteoarthritis of the hip joint: a case series']"
35,Krishanu Biswas,Indian Institute of Technology Kanpur,Materials Science and Engineering,8938,https://scholar.google.com/citations?hl=en&user=KTKaS6AAAAAJ,49,174,"['High-Entropy Alloys as Catalysts for the CO2 and CO Reduction Reactions: Experimental Realization', 'A perspective on the catalysis using the high entropy alloys', 'Low-cost high entropy alloy (HEA) for high-efficiency oxygen evolution reaction (OER)', 'Powder metallurgical processing of equiatomic AlCoCrFeNi high entropy alloy: Microstructure and mechanical properties', 'High-entropy alloys and metallic nanocomposites: Processing challenges, microstructure development and property enhancement', 'High entropy alloys: Key issues under passionate debate', 'Five decades of research on the development of eutectic as engineering materials', 'In the quest of single phase multi-component multiprincipal high entropy alloys', 'Cryomilling: An environment friendly approach of preparation large quantity ultra refined pure aluminium nanoparticles', 'Deciphering micro-mechanisms of plastic deformation in a novel single phase fcc-based MnFeCoNiCu high entropy alloy using crystallographic texture']"
36,Prof. Janakarajan Ramkumar,"Professor (HAG), Department of Mechanical Engineering, and Design, IIT Kanpur","Micro and nano manufacturing, Additive Manufacturing, New product and process development",8713,https://scholar.google.com/citations?hl=en&user=8X9rXe0AAAAJ,47,194,"['Nano-cutting fluid for enhancement of metal cutting performance', 'Transparent broadband metamaterial absorber based on resistive films', 'Rheological characterization of styrene-butadiene based medium and its finishing performance using rotational abrasive flow finishing process', 'Effect of carbonaceous reinforcements on the mechanical and tribological properties of friction stir processed Al6061 alloy', 'An optically transparent broadband microwave absorber using interdigital capacitance', 'Experimental investigations into rotating workpiece abrasive flow finishing', 'Performance evaluation and rheological characterization of newly developed butyl rubber based media for abrasive flow machining process', 'Aluminum substituted cobalt ferrite (Co− Al− Fe) nano adsorbent for arsenic adsorption in aqueous systems and detailed redox behavior study with XPS', 'Rotational abrasive flow finishing (R-AFF) process and its effects on finished surface topography', 'A new multi-objective Jaya algorithm for optimization of modern machining processes']"
37,Anantha Ramakrishna,"Professor of Physics, IIT Kanpur","Optics, Photonics, Metamaterials, Nano and Micro structuring",8706,https://scholar.google.com/citations?hl=en&user=tebIaWQAAAAJ,38,101,"['Physics of negative refractive index materials', 'Limitations on subdiffraction imaging with a negative refractive index slab', 'Acoustic metamaterials for sound focusing and confinement', 'Physics and applications of negative refractive index materials', 'Removal of absorption and increase in resolution in a near-field lens via optical gain', 'Imaging the near field', 'Focusing light using negative refraction', 'Near-infrared photonic band gaps and nonlinear effects in negative magnetic metamaterials', 'The asymmetric lossy near-perfect lens', 'Near-field lenses in two dimensions']"
38,Ashish Garg,Indian Institute of Technology Kanpur,"Ferroics, Multiferroics, Memories, Energy harvesting, Perovskite and Organic Solar Photovoltaics",8454,https://scholar.google.com/citations?hl=en&user=S7si0-cAAAAJ,47,160,"['Development of high strength hydroxyapatite by solid-state-sintering process', 'A review on quantum dot sensitized solar cells: Past, present and future towards carrier multiplication with a possibility for higher efficiency', 'Phase evolution, magnetic and electrical properties in Sm-doped bismuth ferrite', 'Effect of samarium doping on the properties of solid-state synthesized multiferroic bismuth ferrite', 'In situ high-temperature phase transformation studies on pyrite', 'Multiferroic memories', 'Orientation dependence of ferroelectric properties of pulsed-laser-ablated  films', 'Significantly Enhanced Energy Density by Tailoring the Interface in Hierarchically Structured TiO2–BaTiO3–TiO2 Nanofillers in PVDF-Based Thin-Film Polymer\xa0…', 'Flexible and robust piezoelectric polymer nanocomposites based energy harvesters', 'Relation between open circuit potential and polarization resistance with rust and corrosion monitoring of mild steel']"
